$MeshFile
Vertex	X	YZ
570	0.28125	0.3750
571	0.296875	0.3750
572	0.3125	0.3750
573	0.328125	0.3750
574	0.34375	0.3750
575	0.359375	0.3750
576	0.375	0.3750
577	0.390625	0.3750
578	0.40625	0.3750
579	0.421875	0.3750
580	0.4375	0.3750
581	0.453125	0.3750
582	0.46875	0.3750
583	0.484375	0.3750
584	0.5	0.3750
585	-0.5	0.3593750
586	-0.484375	0.3593750
587	-0.46875	0.3593750
588	-0.453125	0.3593750
589	-0.4375	0.3593750
590	-0.421875	0.3593750
591	-0.40625	0.3593750
592	-0.390625	0.3593750
593	-0.375	0.3593750
594	-0.359375	0.3593750
595	-0.34375	0.3593750
596	-0.328125	0.3593750
597	-0.3125	0.3593750
598	-0.296875	0.3593750
599	-0.28125	0.3593750
600	-0.265625	0.3593750
601	-0.25	0.3593750
602	-0.234375	0.3593750
603	-0.21875	0.3593750
604	-0.203125	0.3593750
605	-0.1875	0.3593750
606	-0.171875	0.3593750
607	-0.15625	0.3593750
608	-0.140625	0.3593750
609	-0.125	0.3593750
610	-0.109375	0.3593750
611	-0.09375	0.3593750
612	-0.078125	0.3593750
613	-0.0625	0.3593750
614	-0.046875	0.3593750
615	-0.03125	0.3593750
616	-0.015625	0.3593750
617	0	0.3593750
618	0.015625	0.3593750
619	0.03125	0.3593750
620	0.046875	0.3593750
621	0.0625	0.3593750
622	0.078125	0.3593750
623	0.09375	0.3593750
624	0.109375	0.3593750
625	0.125	0.3593750
626	0.140625	0.3593750
627	0.15625	0.3593750
628	0.171875	0.3593750
629	0.1875	0.3593750
630	0.203125	0.3593750
631	0.21875	0.3593750
632	0.234375	0.3593750
633	0.25	0.3593750
634	0.265625	0.3593750
635	0.28125	0.3593750
636	0.296875	0.3593750
637	0.3125	0.3593750
638	0.328125	0.3593750
639	0.34375	0.3593750
640	0.359375	0.3593750
641	0.375	0.3593750
642	0.390625	0.3593750
643	0.40625	0.3593750
644	0.421875	0.3593750
645	0.4375	0.3593750
646	0.453125	0.3593750
647	0.46875	0.3593750
648	0.484375	0.3593750
649	0.5	0.3593750
650	-0.5	0.343750
651	-0.484375	0.343750
652	-0.46875	0.343750
653	-0.453125	0.343750
654	-0.4375	0.343750
655	-0.421875	0.343750
656	-0.40625	0.343750
657	-0.390625	0.343750
658	-0.375	0.343750
659	-0.359375	0.343750
660	-0.34375	0.343750
661	-0.328125	0.343750
662	-0.3125	0.343750
663	-0.296875	0.343750
664	-0.28125	0.343750
665	-0.265625	0.343750
666	-0.25	0.343750
667	-0.234375	0.343750
668	-0.21875	0.343750
669	-0.203125	0.343750
670	-0.1875	0.343750
671	-0.171875	0.343750
672	-0.15625	0.343750
673	-0.140625	0.343750
674	-0.125	0.343750
675	-0.109375	0.343750
676	-0.09375	0.343750
677	-0.078125	0.343750
678	-0.0625	0.343750
679	-0.046875	0.343750
680	-0.03125	0.343750
681	-0.015625	0.343750
682	0	0.343750
683	0.015625	0.343750
684	0.03125	0.343750
685	0.046875	0.343750
686	0.0625	0.343750
687	0.078125	0.343750
688	0.09375	0.343750
689	0.109375	0.343750
690	0.125	0.343750
691	0.140625	0.343750
692	0.15625	0.343750
693	0.171875	0.343750
694	0.1875	0.343750
695	0.203125	0.343750
696	0.21875	0.343750
697	0.234375	0.343750
698	0.25	0.343750
699	0.265625	0.343750
700	0.28125	0.343750
701	0.296875	0.343750
702	0.3125	0.343750
703	0.328125	0.343750
704	0.34375	0.343750
705	0.359375	0.343750
706	0.375	0.343750
707	0.390625	0.343750
708	0.40625	0.343750
709	0.421875	0.343750
710	0.4375	0.343750
711	0.453125	0.343750
712	0.46875	0.343750
713	0.484375	0.343750
714	0.5	0.343750
715	-0.5	0.3281250
716	-0.484375	0.3281250
717	-0.46875	0.3281250
718	-0.453125	0.3281250
719	-0.4375	0.3281250
720	-0.421875	0.3281250
721	-0.40625	0.3281250
722	-0.390625	0.3281250
723	-0.375	0.3281250
724	-0.359375	0.3281250
725	-0.34375	0.3281250
726	-0.328125	0.3281250
727	-0.3125	0.3281250
728	-0.296875	0.3281250
729	-0.28125	0.3281250
730	-0.265625	0.3281250
731	-0.25	0.3281250
732	-0.234375	0.3281250
733	-0.21875	0.3281250
734	-0.203125	0.3281250
735	-0.1875	0.3281250
736	-0.171875	0.3281250
737	-0.15625	0.3281250
738	-0.140625	0.3281250
739	-0.125	0.3281250
740	-0.109375	0.3281250
741	-0.09375	0.3281250
742	-0.078125	0.3281250
743	-0.0625	0.3281250
744	-0.046875	0.3281250
745	-0.03125	0.3281250
746	-0.015625	0.3281250
747	0	0.3281250
748	0.015625	0.3281250
749	0.03125	0.3281250
750	0.046875	0.3281250
751	0.0625	0.3281250
752	0.078125	0.3281250
753	0.09375	0.3281250
754	0.109375	0.3281250
755	0.125	0.3281250
756	0.140625	0.3281250
757	0.15625	0.3281250
758	0.171875	0.3281250
759	0.1875	0.3281250
760	0.203125	0.3281250
761	0.21875	0.3281250
762	0.234375	0.3281250
763	0.25	0.3281250
764	0.265625	0.3281250
765	0.28125	0.3281250
766	0.296875	0.3281250
767	0.3125	0.3281250
768	0.328125	0.3281250
769	0.34375	0.3281250
770	0.359375	0.3281250
771	0.375	0.3281250
772	0.390625	0.3281250
773	0.40625	0.3281250
774	0.421875	0.3281250
775	0.4375	0.3281250
776	0.453125	0.3281250
777	0.46875	0.3281250
778	0.484375	0.3281250
779	0.5	0.3281250
780	-0.5	0.31250
781	-0.484375	0.31250
782	-0.46875	0.31250
783	-0.453125	0.31250
784	-0.4375	0.31250
785	-0.421875	0.31250
786	-0.40625	0.31250
787	-0.390625	0.31250
788	-0.375	0.31250
789	-0.359375	0.31250
790	-0.34375	0.31250
791	-0.328125	0.31250
792	-0.3125	0.31250
793	-0.296875	0.31250
794	-0.28125	0.31250
795	-0.265625	0.31250
796	-0.25	0.31250
797	-0.234375	0.31250
798	-0.21875	0.31250
799	-0.203125	0.31250
800	-0.1875	0.31250
801	-0.171875	0.31250
802	-0.15625	0.31250
803	-0.140625	0.31250
804	-0.125	0.31250
805	-0.109375	0.31250
806	-0.09375	0.31250
807	-0.078125	0.31250
808	-0.0625	0.31250
809	-0.046875	0.31250
810	-0.03125	0.31250
811	-0.015625	0.31250
812	0	0.31250
813	0.015625	0.31250
814	0.03125	0.31250
815	0.046875	0.31250
816	0.0625	0.31250
817	0.078125	0.31250
818	0.09375	0.31250
819	0.109375	0.31250
820	0.125	0.31250
821	0.140625	0.31250
822	0.15625	0.31250
823	0.171875	0.31250
824	0.1875	0.31250
825	0.203125	0.31250
826	0.21875	0.31250
827	0.234375	0.31250
828	0.25	0.31250
829	0.265625	0.31250
830	0.28125	0.31250
831	0.296875	0.31250
832	0.3125	0.31250
833	0.328125	0.31250
834	0.34375	0.31250
835	0.359375	0.31250
836	0.375	0.31250
837	0.390625	0.31250
838	0.40625	0.31250
839	0.421875	0.31250
840	0.4375	0.31250
841	0.453125	0.31250
842	0.46875	0.31250
843	0.484375	0.31250
844	0.5	0.31250
845	-0.5	0.2968750
846	-0.484375	0.2968750
847	-0.46875	0.2968750
848	-0.453125	0.2968750
849	-0.4375	0.2968750
850	-0.421875	0.2968750
851	-0.40625	0.2968750
852	-0.390625	0.2968750
853	-0.375	0.2968750
854	-0.359375	0.2968750
855	-0.34375	0.2968750
856	-0.328125	0.2968750
857	-0.3125	0.2968750
858	-0.296875	0.2968750
859	-0.28125	0.2968750
860	-0.265625	0.2968750
861	-0.25	0.2968750
862	-0.234375	0.2968750
863	-0.21875	0.2968750
864	-0.203125	0.2968750
865	-0.1875	0.2968750
866	-0.171875	0.2968750
867	-0.15625	0.2968750
868	-0.140625	0.2968750
869	-0.125	0.2968750
870	-0.109375	0.2968750
871	-0.09375	0.2968750
872	-0.078125	0.2968750
873	-0.0625	0.2968750
874	-0.046875	0.2968750
875	-0.03125	0.2968750
876	-0.015625	0.2968750
877	0	0.2968750
878	0.015625	0.2968750
879	0.03125	0.2968750
880	0.046875	0.2968750
881	0.0625	0.2968750
882	0.078125	0.2968750
883	0.09375	0.2968750
884	0.109375	0.2968750
885	0.125	0.2968750
886	0.140625	0.2968750
887	0.15625	0.2968750
888	0.171875	0.2968750
889	0.1875	0.2968750
890	0.203125	0.2968750
891	0.21875	0.2968750
892	0.234375	0.2968750
893	0.25	0.2968750
894	0.265625	0.2968750
895	0.28125	0.2968750
896	0.296875	0.2968750
897	0.3125	0.2968750
898	0.328125	0.2968750
899	0.34375	0.2968750
900	0.359375	0.2968750
901	0.375	0.2968750
902	0.390625	0.2968750
903	0.40625	0.2968750
904	0.421875	0.2968750
905	0.4375	0.2968750
906	0.453125	0.2968750
907	0.46875	0.2968750
908	0.484375	0.2968750
909	0.5	0.2968750
910	-0.5	0.281250
911	-0.484375	0.281250
912	-0.46875	0.281250
913	-0.453125	0.281250
914	-0.4375	0.281250
915	-0.421875	0.281250
916	-0.40625	0.281250
917	-0.390625	0.281250
918	-0.375	0.281250
919	-0.359375	0.281250
920	-0.34375	0.281250
921	-0.328125	0.281250
922	-0.3125	0.281250
923	-0.296875	0.281250
924	-0.28125	0.281250
925	-0.265625	0.281250
926	-0.25	0.281250
927	-0.234375	0.281250
928	-0.21875	0.281250
929	-0.203125	0.281250
930	-0.1875	0.281250
931	-0.171875	0.281250
932	-0.15625	0.281250
933	-0.140625	0.281250
934	-0.125	0.281250
935	-0.109375	0.281250
936	-0.09375	0.281250
937	-0.078125	0.281250
938	-0.0625	0.281250
939	-0.046875	0.281250
940	-0.03125	0.281250
941	-0.015625	0.281250
942	0	0.281250
943	0.015625	0.281250
944	0.03125	0.281250
945	0.046875	0.281250
946	0.0625	0.281250
947	0.078125	0.281250
948	0.09375	0.281250
949	0.109375	0.281250
950	0.125	0.281250
951	0.140625	0.281250
952	0.15625	0.281250
953	0.171875	0.281250
954	0.1875	0.281250
955	0.203125	0.281250
956	0.21875	0.281250
957	0.234375	0.281250
958	0.25	0.281250
959	0.265625	0.281250
960	0.28125	0.281250
961	0.296875	0.281250
962	0.3125	0.281250
963	0.328125	0.281250
964	0.34375	0.281250
965	0.359375	0.281250
966	0.375	0.281250
967	0.390625	0.281250
968	0.40625	0.281250
969	0.421875	0.281250
970	0.4375	0.281250
971	0.453125	0.281250
972	0.46875	0.281250
973	0.484375	0.281250
974	0.5	0.281250
975	-0.5	0.2656250
976	-0.484375	0.2656250
977	-0.46875	0.2656250
978	-0.453125	0.2656250
979	-0.4375	0.2656250
980	-0.421875	0.2656250
981	-0.40625	0.2656250
982	-0.390625	0.2656250
983	-0.375	0.2656250
984	-0.359375	0.2656250
985	-0.34375	0.2656250
986	-0.328125	0.2656250
987	-0.3125	0.2656250
988	-0.296875	0.2656250
989	-0.28125	0.2656250
990	-0.265625	0.2656250
991	-0.25	0.2656250
992	-0.234375	0.2656250
993	-0.21875	0.2656250
994	-0.203125	0.2656250
995	-0.1875	0.2656250
996	-0.171875	0.2656250
997	-0.15625	0.2656250
998	-0.140625	0.2656250
999	-0.125	0.2656250
1000	-0.109375	0.2656250
1001	-0.09375	0.2656250
1002	-0.078125	0.2656250
1003	-0.0625	0.2656250
1004	-0.046875	0.2656250
1005	-0.03125	0.2656250
1006	-0.015625	0.2656250
1007	0	0.2656250
1008	0.015625	0.2656250
1009	0.03125	0.2656250
1010	0.046875	0.2656250
1011	0.0625	0.2656250
1012	0.078125	0.2656250
1013	0.09375	0.2656250
1014	0.109375	0.2656250
1015	0.125	0.2656250
1016	0.140625	0.2656250
1017	0.15625	0.2656250
1018	0.171875	0.2656250
1019	0.1875	0.2656250
1020	0.203125	0.2656250
1021	0.21875	0.2656250
1022	0.234375	0.2656250
1023	0.25	0.2656250
1024	0.265625	0.2656250
1025	0.28125	0.2656250
1026	0.296875	0.2656250
1027	0.3125	0.2656250
1028	0.328125	0.2656250
1029	0.34375	0.2656250
1030	0.359375	0.2656250
1031	0.375	0.2656250
1032	0.390625	0.2656250
1033	0.40625	0.2656250
1034	0.421875	0.2656250
1035	0.4375	0.2656250
1036	0.453125	0.2656250
1037	0.46875	0.2656250
1038	0.484375	0.2656250
1039	0.5	0.2656250
1040	-0.5	0.250
1041	-0.484375	0.250
1042	-0.46875	0.250
1043	-0.453125	0.250
1044	-0.4375	0.250
1045	-0.421875	0.250
1046	-0.40625	0.250
1047	-0.390625	0.250
1048	-0.375	0.250
1049	-0.359375	0.250
1050	-0.34375	0.250
1051	-0.328125	0.250
1052	-0.3125	0.250
1053	-0.296875	0.250
1054	-0.28125	0.250
1055	-0.265625	0.250
1056	-0.25	0.250
1057	-0.234375	0.250
1058	-0.21875	0.250
1059	-0.203125	0.250
1060	-0.1875	0.250
1061	-0.171875	0.250
1062	-0.15625	0.250
1063	-0.140625	0.250
1064	-0.125	0.250
1065	-0.109375	0.250
1066	-0.09375	0.250
1067	-0.078125	0.250
1068	-0.0625	0.250
1069	-0.046875	0.250
1070	-0.03125	0.250
1071	-0.015625	0.250
1072	0	0.250
1073	0.015625	0.250
1074	0.03125	0.250
1075	0.046875	0.250
1076	0.0625	0.250
1077	0.078125	0.250
1078	0.09375	0.250
1079	0.109375	0.250
1080	0.125	0.250
1081	0.140625	0.250
1082	0.15625	0.250
1083	0.171875	0.250
1084	0.1875	0.250
1085	0.203125	0.250
1086	0.21875	0.250
1087	0.234375	0.250
1088	0.25	0.250
