1	 1.0000000000	  1.0000000000	  1.0000000000	 
2	 1.1644262533	  2.1900090510	  1.9892040713	 
3	 0.8360977331	  3.2369530258	  2.6157838481	 
4	 0.6512954096	  4.0949490098	  3.1108539524	 
5	 0.5338001610	  4.8101040774	  3.5137065968	 
6	 0.4521290191	  5.4114408955	  3.8435383606	 
7	 0.3917144422	  5.9127479243	  4.1146536707	 
8	 0.3450285410	  6.3281443733	  4.3344242126	 
9	 0.3078185628	  6.6721453386	  4.5046868307	 
10	 0.2775172604	  6.9573429062	  4.6243863215	 
11	 0.2524981225	  7.1936665712	  4.6917077062	 
12	 0.2316913208	  7.3885812969	  4.7054385361	 
13	 0.2143669011	  7.5474431930	  4.6657640720	 
14	 0.2000016308	  7.6737630321	  4.5747071604	 
15	 0.1881918462	  7.7694053003	  4.4363484185	 
16	 0.1785954768	  7.8348117833	  4.2569045316	 
17	 0.1708959324	  7.8693110808	  4.0447104146	 
18	 0.1647840401	  7.8715254466	  3.8101308151	 
19	 0.1599543809	  7.8398423207	  3.5654013915	 
20	 0.1561113214	  7.7728915915	  3.3243499829	 
21	 0.1529794645	  7.6699640990	  3.1018623452	 
22	 0.1503139392	  7.5313190911	  2.9128540684	 
23	 0.1479076455	  7.3583515402	  2.7705088918	 
24	 0.1455944509	  7.1536166832	  2.6838704578	 
25	 0.1432487401	  6.9207323451	  2.6555938961	 
26	 0.1407824147	  6.6641952856	  2.6811714890	 
27	 0.1381405428	  6.3891541586	  2.7503210453	 
28	 0.1352966148	  6.1011788766	  2.8497791198	 
29	 0.1322479965	  5.8060559422	  2.9660249147	 
30	 0.1290118192	  5.5096242607	  3.0870167441	 
31	 0.1256212813	  5.2176492029	  3.2028997796	 
32	 0.1221221868	  4.9357174674	  3.3060604565	 
33	 0.1185694925	  4.6691248191	  3.3908919616	 
34	 0.1150236740	  4.4227263029	  3.4534878860	 
35	 0.1115468223	  4.2007272724	  3.4913583281	 
36	 0.1081985199	  4.0064156311	  3.5031945767	 
37	 0.1050317059	  3.8418691687	  3.4886791938	 
38	 0.1020888755	  3.7077068310	  3.4483294123	 
39	 0.0993990455	  3.6029706682	  3.3833617825	 
40	 0.0969759077	  3.5252075814	  3.2955692112	 
41	 0.0948174716	  3.4707649011	  3.1872053747	 
42	 0.0929072699	  3.4352447868	  3.0608749392	 
43	 0.0912169350	  3.4140152340	  2.9194307392	 
44	 0.0897097171	  3.4026715101	  2.7658810130	 
45	 0.0883443861	  3.3973745013	  2.6033110144	 
46	 0.0870789621	  3.3950380563	  2.4348239184	 
47	 0.0858738410	  3.3933749784	  2.2635059489	 
48	 0.0846940593	  3.3908326568	  2.0924200072	 
49	 0.0835106263	  3.3864565320	  1.9246304008	 
50	 0.0823010025	  3.3797182879	  1.7632575703	 
51	 0.0810488905	  3.3703404671	  1.6115538259	 
52	 0.0797435526	  3.3581424768	  1.4729753166	 
53	 0.0783788643	  3.3429254870	  1.3511976155	 
54	 0.0769522919	  3.3244058124	  1.2499850641	 
55	 0.0754639389	  3.3021984795	  1.1728050413	 
56	 0.0739157628	  3.2758456185	  1.1221466422	 
57	 0.0723110184	  3.2448790021	  1.0987180914	 
58	 0.0706539443	  3.2089030775	  1.1009433898	 
59	 0.0689496762	  3.1676842758	  1.1251339123	 
60	 0.0672043483	  3.1212337520	  1.1662764767	 
61	 0.0654253281	  3.0698731997	  1.2189884574	 
62	 0.0636215231	  3.0142761695	  1.2782285085	 
63	 0.0618036989	  2.9554797967	  1.3396448913	 
64	 0.0599847487	  2.8948637738	  1.3996533285	 
65	 0.0581798639	  2.8340949299	  1.4553779969	 
66	 0.0564065560	  2.7750374104	  1.5045486342	 
67	 0.0546844902	  2.7196308820	  1.5453994453	 
68	 0.0530350935	  2.6697430534	  1.5765857206	 
69	 0.0514809096	  2.6270081930	  1.5971200560	 
70	 0.0500446880	  2.5926692895	  1.6063250345	 
71	 0.0487482211	  2.5674458301	  1.6037982944	 
72	 0.0476109822	  2.5514490863	  1.5893864967	 
73	 0.0466486689	  2.5441604726	  1.5631656853	 
74	 0.0458718090	  2.5444768233	  1.5254264940	 
75	 0.0452846182	  2.5508130363	  1.4766635097	 
76	 0.0448842971	  2.5612423119	  1.4175688829	 
77	 0.0446609023	  2.5736503891	  1.3490311009	 
78	 0.0445978313	  2.5858828665	  1.2721408615	 
79	 0.0446728506	  2.5958713985	  1.1882074209	 
80	 0.0448595100	  2.6017321236	  1.0987909362	 
81	 0.0451287390	  2.6018358213	  1.0057594557	 
82	 0.0454504344	  2.5948531093	  0.9113831770	 
83	 0.0457948923	  2.5797796709	  0.8184811463	 
84	 0.0461339997	  2.5559466904	  0.7306270437	 
85	 0.0464421570	  2.5230210577	  0.6523710403	 
86	 0.0466969448	  2.4809989728	  0.5892799726	 
87	 0.0468795666	  2.4301956214	  0.5473126672	 
88	 0.0469751102	  2.3712327145	  0.5310082538	 
89	 0.0469726671	  2.3050248809	  0.5410982565	 
90	 0.0468653411	  2.2327651131	  0.5737588825	 
91	 0.0466501712	  2.1559085670	  0.6224746643	 
92	 0.0463279834	  2.0761528871	  0.6805519142	 
93	 0.0459031816	  1.9954117636	  0.7424642718	 
94	 0.0453834804	  1.9157766410	  0.8040708186	 
95	 0.0447795784	  1.8394596933	  0.8623749886	 
96	 0.0441047708	  1.7687102124	  0.9152251513	 
97	 0.0433744932	  1.7056980075	  0.9610803253	 
98	 0.0426057941	  1.6523633374	  0.9988499367	 
99	 0.0418167318	  1.6102445252	  1.0277887129	 
100	 0.0410256984	  1.5803097297	  1.0474277638	 
101	 0.0402506825	  1.5628314012	  1.0575283134	 
102	 0.0395084918	  1.5573410099	  1.0580493817	 
103	 0.0388139748	  1.5626828393	  1.0491240871	 
104	 0.0381792922	  1.5771557523	  1.0310414077	 
105	 0.0376133005	  1.5987065735	  1.0042316432	 
106	 0.0371211119	  1.6251306312	  0.9692547584	 
107	 0.0367038861	  1.6542444543	  0.9267915042	 
108	 0.0363588844	  1.6840132892	  0.8776378607	 
109	 0.0360797883	  1.7126320100	  0.8227041155	 
110	 0.0358572480	  1.7385673224	  0.7630209507	 
111	 0.0356796023	  1.7605721746	  0.6997565830	 
112	 0.0355336921	  1.7776824207	  0.6342516504	 
113	 0.0354056916	  1.7892033850	  0.5680825300	 
114	 0.0352818919	  1.7946914694	  0.5031684205	 
115	 0.0351493882	  1.7939339343	  0.4419370612	 
116	 0.0349966448	  1.7869285616	  0.3875344499	 
117	 0.0348139280	  1.7738639837	  0.3439379465	 
118	 0.0345936105	  1.7551008840	  0.3155354194	 
119	 0.0343303585	  1.7311539079	  0.3055897956	 
120	 0.0340212175	  1.7026738748	  0.3141415243	 
121	 0.0336656103	  1.6704296865	  0.3376239180	 
122	 0.0332652615	  1.6352891599	  0.3708340921	 
123	 0.0328240578	  1.5981978640	  0.4089860010	 
124	 0.0323478509	  1.5601549545	  0.4484688461	 
125	 0.0318442058	  1.5221850303	  0.4867602977	 
126	 0.0313220983	  1.4853052939	  0.5221309790	 
127	 0.0307915593	  1.4504878864	  0.5533923406	 
128	 0.0302632702	  1.4186182770	  0.5797263872	 
129	 0.0297481123	  1.3904519625	  0.6005783920	 
130	 0.0292566806	  1.3665732565	  0.6155899753	 
131	 0.0287987798	  1.3473611406	  0.6245566048	 
132	 0.0283829284	  1.3329674339	  0.6273996699	 
133	 0.0280159042	  1.3233114719	  0.6241472878	 
134	 0.0277023710	  1.3180930883	  0.6149204155	 
135	 0.0274446226	  1.3168225631	  0.5999222771	 
136	 0.0272424751	  1.3188633276	  0.5794299740	 
137	 0.0270933213	  1.3234814948	  0.5537877103	 
138	 0.0269923430	  1.3298960911	  0.5234014834	 
139	 0.0269328588	  1.3373249846	  0.4887355014	 
140	 0.0269067688	  1.3450233049	  0.4503111498	 
141	 0.0269050522	  1.3523129948	  0.4087103014	 
142	 0.0269182729	  1.3586035778	  0.3645867270	 
143	 0.0269370551	  1.3634051246	  0.3186937248	 
144	 0.0269525043	  1.3663347952	  0.2719465120	 
145	 0.0269565541	  1.3671183709	  0.2255643596	 
146	 0.0269422374	  1.3655880231	  0.1814054186	 
147	 0.0269038790	  1.3616773129	  0.1427516945	 
148	 0.0268372187	  1.3554141544	  0.1157249022	 
149	 0.0267394707	  1.3469122413	  0.1087458472	 
150	 0.0266093292	  1.3363612514	  0.1238627465	 
151	 0.0264469260	  1.3240160053	  0.1530278728	 
152	 0.0262537485	  1.3101846732	  0.1880737795	 
153	 0.0260325213	  1.2952160778	  0.2245053687	 
154	 0.0257870559	  1.2794861558	  0.2600492453	 
155	 0.0255220716	  1.2633836889	  0.2934509211	 
156	 0.0252429902	  1.2472955199	  0.3239390035	 
157	 0.0249557076	  1.2315916067	  0.3509994002	 
158	 0.0246663473	  1.2166104255	  0.3742751252	 
159	 0.0243810009	  1.2026453916	  0.3935184986	 
160	 0.0241054655	  1.1899330802	  0.4085665430	 
161	 0.0238449882	  1.1786440557	  0.4193272394	 
162	 0.0236040318	  1.1688770402	  0.4257710902	 
163	 0.0233860742	  1.1606569369	  0.4279253372	 
164	 0.0231934589	  1.1539369103	  0.4258695122	 
165	 0.0230273049	  1.1486043466	  0.4197316428	 
166	 0.0228874858	  1.1444901572	  0.4096847752	 
167	 0.0227726783	  1.1413805945	  0.3959436653	 
168	 0.0226804770	  1.1390305940	  0.3787616213	 
169	 0.0226075640	  1.1371776288	  0.3584275908	 
170	 0.0225499184	  1.1355551716	  0.3352637152	 
171	 0.0225030503	  1.1339050388	  0.3096237879	 
172	 0.0224622402	  1.1319881173	  0.2818934273	 
173	 0.0224227711	  1.1295931907	  0.2524935607	 
174	 0.0223801383	  1.1265437641	  0.2218905213	 
175	 0.0223302323	  1.1227029209	  0.1906200917	 
176	 0.0222694861	  1.1179763329	  0.1593430119	 
177	 0.0221949878	  1.1123135853	  0.1289767062	 
178	 0.0221045570	  1.1057079920	  0.1010199408	 
179	 0.0219967878	  1.0981950642	  0.0783126033	 
180	 0.0218710605	  1.0898497769	  0.0659817980	 
181	 0.0217275254	  1.0807827521	  0.0686534911	 
182	 0.0215670606	  1.0711354634	  0.0835505138	 
183	 0.0213912092	  1.0610745554	  0.1042177840	 
184	 0.0212020952	  1.0507853786	  0.1265456580	 
185	 0.0210023238	  1.0404648636	  0.1485484061	 
186	 0.0207948678	  1.0303138962	  0.1692211645	 
187	 0.0205829426	  1.0205294096	  0.1879936174	 
188	 0.0203698743	  1.0112964690	  0.2045099375	 
189	 0.0201589651	  1.0027806864	  0.2185365292	 
190	 0.0199533594	  0.9951213443	  0.2299201148	 
191	 0.0197559185	  0.9884256250	  0.2385669706	 
192	 0.0195691071	  0.9827643124	  0.2444316654	 
193	 0.0193948994	  0.9781692648	  0.2475103049	 
194	 0.0192347090	  0.9746328340	  0.2478360016	 
195	 0.0190893470	  0.9721092623	  0.2454754673	 
196	 0.0189590108	  0.9705179261	  0.2405261848	 
197	 0.0188433036	  0.9697481529	  0.2331138954	 
198	 0.0187412838	  0.9696652292	  0.2233902978	 
199	 0.0186515384	  0.9701171543	  0.2115309646	 
200	 0.0185722766	  0.9709416898	  0.1977335931	 
201	 0.0185014369	  0.9719732918	  0.1822168573	 
202	 0.0184367987	  0.9730495804	  0.1652204148	 
203	 0.0183760946	  0.9740170909	  0.1470072239	 
204	 0.0183171155	  0.9747361372	  0.1278707463	 
205	 0.0182578047	  0.9750846979	  0.1081532923	 
206	 0.0181963374	  0.9749613033	  0.0882922957	 
207	 0.0181311839	  0.9742869460	  0.0689446785	 
208	 0.0180611545	  0.9730060730	  0.0513504756	 
209	 0.0179854275	  0.9710867345	  0.0383481041	 
210	 0.0179035592	  0.9685199738	  0.0351922177	 
211	 0.0178154789	  0.9653185475	  0.0434381713	 
212	 0.0177214683	  0.9615150611	  0.0576927203	 
213	 0.0176221284	  0.9571596086	  0.0738092079	 
214	 0.0175183360	  0.9523170015	  0.0900423804	 
215	 0.0174111901	  0.9470636758	  0.1056201655	 
216	 0.0173019522	  0.9414843682	  0.1201311983	 
217	 0.0171919823	  0.9356686617	  0.1333196324	 
218	 0.0170826722	  0.9297075038	  0.1450107062	 
219	 0.0169753805	  0.9236898105	  0.1550804479	 
220	 0.0168713699	  0.9176992705	  0.1634419596	 
221	 0.0167717514	  0.9118114675	  0.1700385504	 
222	 0.0166774363	  0.9060914293	  0.1748399120	 
223	 0.0165890991	  0.9005917029	  0.1778397064	 
224	 0.0165071526	  0.8953510309	  0.1790538202	 
225	 0.0164317357	  0.8903936799	  0.1785189286	 
226	 0.0163627151	  0.8857294363	  0.1762911967	 
227	 0.0162996999	  0.8813542510	  0.1724450416	 
228	 0.0162420672	  0.8772514772	  0.1670719386	 
229	 0.0161889977	  0.8733936173	  0.1602792948	 
230	 0.0161395190	  0.8697444671	  0.1521894573	 
231	 0.0160925529	  0.8662615325	  0.1429389821	 
232	 0.0160469657	  0.8628985859	  0.1326783805	 
233	 0.0160016171	  0.8596082320	  0.1215727351	 
234	 0.0159554074	  0.8563443653	  0.1098039030	 
235	 0.0159073194	  0.8530644146	  0.0975756999	 
236	 0.0158564549	  0.8497312918	  0.0851248804	 
237	 0.0158020638	  0.8463149819	  0.0727438183	 
238	 0.0157435659	  0.8427937326	  0.0608273011	 
239	 0.0156805649	  0.8391548216	  0.0499668148	 
240	 0.0156128543	  0.8353948948	  0.0411123936	 
241	 0.0155404162	  0.8315198879	  0.0356729921	 
242	 0.0154634130	  0.8275445517	  0.0349364390	 
243	 0.0153821733	  0.8234916177	  0.0387024210	 
244	 0.0152971719	  0.8193906461	  0.0453577483	 
245	 0.0152090055	  0.8152766102	  0.0533240453	 
246	 0.0151183657	  0.8111882766	  0.0616068040	 
247	 0.0150260085	  0.8071664489	  0.0696401491	 
248	 0.0149327236	  0.8032521458	  0.0770932309	 
249	 0.0148393036	  0.7994847910	  0.0837615359	 
250	 0.0147465139	  0.7959004888	  0.0895132777	 
251	 0.0146550654	  0.7925304605	  0.0942628366	 
252	 0.0145655905	  0.7893997087	  0.0979570133	 
253	 0.0144786229	  0.7865259670	  0.1005674983	 
254	 0.0143945834	  0.7839189793	  0.1020864754	 
255	 0.0143137699	  0.7815801360	  0.1025238797	 
256	 0.0142363538	  0.7795024745	  0.1019055737	 
257	 0.0141623822	  0.7776710357	  0.1002720777	 
258	 0.0140917844	  0.7760635447	  0.0976776921	 
259	 0.0140243845	  0.7746513735	  0.0941899666	 
260	 0.0139599167	  0.7734007262	  0.0898895737	 
261	 0.0138980440	  0.7722739834	  0.0848707446	 
262	 0.0138383790	  0.7712311365	  0.0792425670	 
263	 0.0137805051	  0.7702312440	  0.0731316641	 
264	 0.0137239980	  0.7692338477	  0.0666871142	 
265	 0.0136684453	  0.7682002925	  0.0600889786	 
266	 0.0136134649	  0.7670949057	  0.0535623279	 
267	 0.0135587205	  0.7658859983	  0.0473982975	 
268	 0.0135039336	  0.7645466658	  0.0419789342	 
269	 0.0134488921	  0.7630553720	  0.0377846009	 
270	 0.0133934562	  0.7613963127	  0.0353265762	 
271	 0.0133375594	  0.7595595607	  0.0349492186	 
272	 0.0132812067	  0.7575410030	  0.0366084933	 
273	 0.0132244698	  0.7553420866	  0.0398823119	 
274	 0.0131674795	  0.7529693928	  0.0442079693	 
275	 0.0131104150	  0.7504340653	  0.0490844387	 
276	 0.0130534928	  0.7477511207	  0.0541349933	 
277	 0.0129969532	  0.7449386699	  0.0590927791	 
278	 0.0129410469	  0.7420170826	  0.0637703899	 
279	 0.0128860215	  0.7390081274	  0.0680350434	 
280	 0.0128321088	  0.7359341183	  0.0717919840	 
281	 0.0127795127	  0.7328170989	  0.0749740387	 
282	 0.0127283995	  0.7296780928	  0.0775350998	 
283	 0.0126788895	  0.7265364450	  0.0794459909	 
284	 0.0126310517	  0.7234092759	  0.0806917636	 
285	 0.0125849005	  0.7203110635	  0.0812698552	 
286	 0.0125403948	  0.7172533651	  0.0811887765	 
287	 0.0124974400	  0.7142446817	  0.0804671342	 
288	 0.0124558924	  0.7112904642	  0.0791328814	 
289	 0.0124155646	  0.7083932519	  0.0772227407	 
290	 0.0123762342	  0.7055529308	  0.0747817841	 
291	 0.0123376519	  0.7027670922	  0.0718631825	 
292	 0.0122995520	  0.7000314705	  0.0685281640	 
293	 0.0122616620	  0.6973404340	  0.0648462475	 
