0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	0.492188	
0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	0.476562	
0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	0.460938	
0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	0.445312	
0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	0.429688	
0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	0.414062	
0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	0.398438	
0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	0.382812	
0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	0.367188	
0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	0.351562	
